Timestamp (s),GSR,dGSR,BPM,HRV,SkinT,Strain,Risk,Calib,
2604,1327.1,4.65,68,275.3,34.2,0,40,1,Moderate risk
2610,1332.9,4.667,68,160.8,34.2,0,40,1,Moderate risk
2616,1338.8,4.864,69,207.4,34.1,0,40,1,Moderate risk
2622,1344.5,5.068,67,186.4,34.1,0,40,1,Moderate risk
2628,1351.3,5.217,68,240.3,34.1,0,40,1,Moderate risk
2634,1344.8,3.952,68,226.9,34,0,40,1,Moderate risk
2640,1336.6,2.694,74,124.5,34.4,0,40,1,Moderate risk
2646,1331.5,1.838,74,240.9,34.5,0,36.8,1,Moderate risk
2652,1327.9,1.034,75,145.3,34.5,0,20.7,1,Low risk
2658,1325.5,0.483,75,161.4,34.5,0,9.7,1,Low risk
2664,1322.9,-0.42,68,195.2,34.5,0,0,1,Low risk
2670,1322,-1.09,67,227.1,34.4,0,0,1,Low risk
2676,1320,-1.885,68,180.2,34.4,0,0,1,Low risk
2682,1317.4,-2.713,64,225.7,34.3,0,0,1,Low risk
2688,1315.1,-3.629,61,249.1,34.1,0,0,1,Low risk
2694,1313.5,-3.134,62,264.8,34.5,0,0,1,Low risk
2700,1312.7,-2.386,60,194.1,34.3,0,0,1,Low risk
2706,1311.2,-2.025,62,154.6,34.5,0,0,1,Low risk
2712,1310.7,-1.722,66,174,34.2,0,0,1,Low risk
